income,loan_amount,credit_utilization,transaction_frequency,mobile_money_activity,payment_history_score,late_payments,open_loans,business_age_months,debt_ratio,probability_of_default,default
1119.39,50.0,0.672,51,0.845,0.364,1,4,75,0.376,0.881,0
530.9,158.73,0.551,55,0.303,0.974,2,4,73,0.66,0.811,1
803.68,61.49,0.737,36,0.843,0.96,1,0,154,0.794,0.814,0
1379.79,360.38,0.187,46,0.76,0.903,1,2,23,0.74,0.706,1
454.44,315.81,0.785,42,0.513,0.651,0,1,85,0.849,0.981,0
2360.23,247.25,0.635,46,0.361,0.884,0,2,115,0.102,0.355,0
272.37,65.96,0.751,38,0.766,0.539,0,2,56,0.697,0.939,1
1462.83,50.0,0.49,44,0.258,0.681,3,1,47,0.64,0.862,1
756.7,115.67,0.795,44,0.166,0.784,0,2,30,0.395,0.731,0
595.57,617.8,0.751,36,0.22,0.35,2,6,42,0.302,0.99,1
1268.87,407.17,0.202,49,0.183,0.63,0,1,65,0.55,0.755,1
773.02,168.09,0.92,36,0.987,0.795,3,1,53,0.062,0.759,1
1795.78,375.62,0.925,32,0.109,0.864,1,1,27,0.45,0.823,1
299.35,464.59,0.935,36,0.702,0.435,1,2,78,0.224,0.996,1
1281.14,425.77,0.139,47,0.544,0.631,1,5,170,0.358,0.673,1
862.39,264.34,0.723,33,0.133,0.542,1,2,168,0.485,0.922,1
1148.14,265.18,0.626,33,0.295,0.465,1,2,35,0.305,0.865,0
1257.05,282.53,0.928,32,0.201,0.505,4,4,179,0.725,0.985,1
150.0,702.17,0.598,33,0.39,0.753,2,1,33,0.867,1.0,1
1117.0,548.12,0.666,34,0.197,0.585,0,1,135,0.18,0.828,1
1544.53,722.41,0.098,30,0.22,0.367,2,2,38,0.857,0.97,1
1233.19,429.14,0.344,40,0.179,0.897,0,2,55,0.841,0.809,1
815.61,153.11,0.618,37,0.798,0.748,1,1,22,0.661,0.863,1
293.1,723.7,0.32,40,0.892,0.401,4,3,179,0.684,1.0,1
1253.98,317.56,0.436,37,0.877,0.371,1,4,51,0.886,0.969,1
1938.05,121.51,0.819,40,0.149,0.485,1,0,178,0.704,0.946,1
1330.93,158.33,0.922,44,0.852,0.6,1,1,151,0.105,0.763,0
1578.86,572.38,0.933,44,0.929,0.713,4,1,138,0.844,0.985,1
1466.51,434.44,0.504,32,0.156,0.873,1,3,110,0.063,0.443,0
803.46,218.31,0.466,35,0.519,0.576,0,1,58,0.22,0.688,1
1045.24,216.4,0.44,38,0.403,0.535,1,1,6,0.215,0.739,0
1434.26,1075.27,0.052,37,0.22,0.981,1,1,24,0.141,0.463,0
210.14,512.07,0.607,28,0.451,0.62,0,3,93,0.508,0.999,1
1325.87,354.38,0.105,40,0.916,0.453,0,3,45,0.699,0.858,1
1629.46,512.64,0.875,34,0.659,0.411,3,1,116,0.792,0.99,1
974.32,50.0,0.348,43,0.565,0.402,0,1,179,0.11,0.565,1
1407.01,159.51,0.512,20,0.301,0.81,1,4,32,0.702,0.797,1
722.81,196.71,0.864,42,0.444,0.785,1,0,6,0.27,0.802,0
1019.12,729.42,0.687,41,0.177,0.827,4,2,120,0.884,0.987,1
863.44,50.0,0.165,46,0.376,0.391,3,0,150,0.736,0.919,1
1229.91,163.45,0.673,51,0.4,0.904,0,1,81,0.702,0.762,1
947.74,410.25,0.586,36,0.427,0.336,3,0,65,0.221,0.948,0
161.91,284.79,0.759,35,0.877,0.685,2,1,19,0.715,0.998,1
640.94,154.64,0.124,36,0.821,0.925,2,2,35,0.586,0.606,1
1971.25,329.96,0.913,33,0.184,0.773,2,1,26,0.828,0.953,1
1283.77,806.22,0.106,48,0.351,0.452,1,0,165,0.625,0.936,1
150.0,615.94,0.471,44,0.494,0.802,2,2,82,0.708,1.0,1
1603.91,50.0,0.672,40,0.107,0.366,3,0,69,0.893,0.98,1
423.59,419.41,0.7,46,0.61,0.763,2,5,80,0.458,0.971,1
1446.69,50.0,0.288,37,0.561,0.318,3,2,55,0.327,0.847,1
1646.12,467.27,0.627,38,0.226,0.871,0,5,19,0.777,0.856,1
1050.85,629.98,0.097,51,0.582,0.406,1,1,33,0.137,0.801,0
501.55,57.59,0.36,55,0.324,0.942,0,3,42,0.487,0.444,0
642.42,494.05,0.89,33,0.374,0.575,2,1,171,0.577,0.987,1
1314.63,778.92,0.462,35,0.812,0.402,1,4,37,0.471,0.955,1
432.26,50.0,0.82,38,0.235,0.338,1,3,128,0.084,0.851,0
709.05,425.01,0.181,43,0.46,0.354,2,0,144,0.621,0.965,1
1256.45,436.09,0.46,35,0.632,0.882,1,4,83,0.63,0.797,1
674.41,373.3,0.6,36,0.388,0.476,0,2,10,0.196,0.886,0
1710.39,135.93,0.33,38,0.861,0.656,6,4,85,0.117,0.721,1
480.96,473.4,0.931,41,0.398,0.45,4,2,98,0.053,0.987,1
150.0,299.2,0.508,31,0.288,0.891,2,3,80,0.241,0.989,1
610.89,461.01,0.3,34,0.357,0.703,1,3,6,0.143,0.792,1
1155.06,219.84,0.647,40,0.445,0.961,3,3,143,0.415,0.727,1
1431.66,408.07,0.811,37,0.345,0.408,0,1,97,0.411,0.93,0
795.81,1063.23,0.342,46,0.799,0.429,1,3,167,0.812,0.996,1
861.38,50.0,0.457,43,0.637,0.737,4,0,80,0.313,0.722,1
984.56,50.0,0.902,43,0.294,0.592,0,1,153,0.692,0.916,1
1870.96,432.97,0.173,53,0.306,0.506,1,1,102,0.352,0.717,1
1189.38,319.07,0.222,43,0.974,0.397,1,5,128,0.084,0.671,1
753.61,349.26,0.949,38,0.951,0.501,1,2,73,0.238,0.94,1
2025.88,139.94,0.445,36,0.325,0.931,3,2,49,0.321,0.533,0
1005.6,495.15,0.553,38,0.801,0.768,1,1,13,0.427,0.851,1
150.0,756.21,0.513,36,0.715,0.848,2,2,144,0.243,1.0,1
306.59,219.88,0.618,26,0.705,0.838,1,1,19,0.569,0.93,1
1279.12,642.33,0.453,47,0.4,0.768,2,1,43,0.32,0.812,1
150.0,469.23,0.367,43,0.172,0.842,2,1,105,0.185,0.999,1
1249.03,503.74,0.387,37,0.951,0.585,3,1,148,0.274,0.856,1
610.02,442.68,0.609,42,0.497,0.639,0,0,157,0.061,0.819,0
1588.86,287.82,0.44,47,0.813,0.604,1,2,46,0.761,0.899,1
1083.76,566.68,0.429,39,0.426,0.97,1,3,7,0.577,0.8,1
181.49,260.33,0.342,40,0.172,0.92,2,2,57,0.735,0.985,1
1457.11,644.83,0.792,39,0.147,0.782,1,1,56,0.72,0.944,1
1681.8,684.5,0.197,34,0.448,0.604,1,1,154,0.24,0.685,1
361.58,349.71,0.595,36,0.68,0.561,2,1,41,0.658,0.989,1
598.61,134.55,0.925,37,0.895,0.998,3,3,49,0.599,0.884,1
1251.19,394.81,0.225,32,0.539,0.375,2,2,146,0.526,0.916,1
1340.86,679.51,0.425,27,0.645,0.79,1,1,68,0.439,0.81,1
2176.62,275.17,0.696,39,0.336,0.52,0,0,179,0.466,0.853,1
1445.45,432.74,0.438,31,0.505,0.563,0,4,158,0.677,0.893,0
2200.39,341.1,0.059,34,0.804,0.855,3,2,174,0.58,0.629,1
1009.71,303.34,0.687,31,0.19,0.557,1,2,3,0.679,0.956,1
1191.81,812.67,0.696,40,0.982,0.989,1,3,27,0.131,0.715,1
715.94,629.82,0.729,34,0.4,0.686,2,2,43,0.87,0.991,1
738.7,202.44,0.509,45,0.453,0.555,0,1,115,0.729,0.914,1
1073.55,50.0,0.323,40,0.164,0.377,5,0,124,0.316,0.887,1
708.75,516.4,0.752,42,0.13,0.725,1,1,63,0.55,0.959,1
150.0,188.58,0.29,45,0.312,0.531,0,2,62,0.341,0.964,1
666.6,462.07,0.232,24,0.961,0.428,1,1,48,0.884,0.981,1
1538.35,342.43,0.291,22,0.927,0.935,2,1,39,0.228,0.424,0
1036.4,718.88,0.279,40,0.742,0.778,1,2,26,0.081,0.657,0
1039.2,358.35,0.364,35,0.284,0.556,4,4,167,0.215,0.854,1
618.28,453.6,0.944,39,0.42,0.834,2,1,20,0.466,0.962,0
1166.48,946.41,0.147,36,0.206,0.708,2,1,69,0.483,0.904,1
1829.33,694.64,0.445,35,0.565,0.667,2,3,177,0.787,0.941,1
1700.35,50.0,0.873,36,0.226,0.805,2,3,89,0.126,0.623,1
1182.93,329.06,0.056,38,0.431,0.596,1,6,24,0.325,0.617,1
573.14,263.47,0.874,37,0.192,0.998,1,2,142,0.32,0.772,1
1883.6,544.45,0.141,49,0.37,0.32,1,1,105,0.291,0.807,1
1529.62,258.44,0.45,38,0.666,0.722,0,1,89,0.374,0.616,1
259.58,50.0,0.248,50,0.301,0.501,2,0,133,0.321,0.76,0
150.0,426.93,0.647,47,0.567,0.914,1,3,53,0.372,0.999,1
287.28,639.03,0.936,54,0.541,0.919,3,2,30,0.222,0.998,1
753.17,362.26,0.749,48,0.974,0.742,3,2,143,0.502,0.944,1
1450.89,344.84,0.728,29,0.308,0.729,3,2,148,0.443,0.89,1
1438.98,377.38,0.471,39,0.793,0.586,1,3,1,0.196,0.787,1
1170.36,209.44,0.568,44,0.659,0.725,3,0,23,0.609,0.893,1
929.77,342.32,0.531,36,0.241,0.424,0,3,70,0.502,0.919,1
2185.65,325.55,0.381,34,0.232,0.307,1,1,18,0.281,0.836,1
1016.99,550.49,0.922,33,0.655,0.468,1,2,101,0.842,0.991,1
956.51,697.54,0.845,32,0.623,0.464,1,3,151,0.606,0.987,1
746.21,586.01,0.852,48,0.681,0.345,0,3,176,0.174,0.968,1
2106.0,293.03,0.285,36,0.655,0.335,2,3,167,0.114,0.742,1
1360.45,50.0,0.724,28,0.117,0.777,2,4,138,0.138,0.587,1
482.76,342.77,0.552,35,0.861,0.61,3,2,82,0.609,0.976,0
423.52,559.95,0.565,36,0.151,0.328,0,2,151,0.333,0.99,1
159.98,643.12,0.2,37,0.229,0.623,1,1,145,0.336,1.0,1
951.62,341.11,0.459,25,0.738,0.721,5,2,131,0.073,0.788,1
250.76,254.88,0.494,32,0.862,0.923,0,4,72,0.363,0.872,1
416.2,98.6,0.668,41,0.207,0.348,3,1,44,0.787,0.985,1
1534.17,603.68,0.592,34,0.663,0.588,2,0,124,0.884,0.974,1
1445.5,50.0,0.271,39,0.228,0.804,1,2,90,0.749,0.694,1
1745.7,622.45,0.108,48,0.714,0.563,1,3,71,0.798,0.898,1
264.84,254.8,0.809,38,0.754,0.844,0,0,145,0.839,0.982,1
498.84,108.02,0.605,35,0.307,0.336,0,2,92,0.063,0.78,0
685.72,748.52,0.553,40,0.561,0.48,4,1,144,0.441,0.992,1
1820.04,89.26,0.216,44,0.888,0.379,3,4,109,0.848,0.946,1
1031.44,50.0,0.908,44,0.937,0.491,0,1,44,0.83,0.958,1
1911.01,893.94,0.678,27,0.898,0.421,4,1,59,0.376,0.973,1
1313.72,548.65,0.646,40,0.454,0.548,1,4,55,0.319,0.892,1
943.79,501.18,0.385,45,0.195,0.409,0,2,87,0.703,0.958,1
1286.92,456.07,0.501,45,0.796,0.964,1,3,160,0.177,0.481,0
150.0,229.97,0.735,33,0.594,0.607,2,1,70,0.243,0.992,1
150.0,274.4,0.374,39,0.415,0.511,2,2,53,0.288,0.995,1
1129.63,833.51,0.902,42,0.453,0.413,0,2,2,0.896,0.996,1
1007.2,377.25,0.394,46,0.447,0.834,1,0,76,0.803,0.874,1
1966.81,234.88,0.374,26,0.844,0.624,0,0,140,0.761,0.832,1
310.53,734.35,0.469,47,0.305,0.807,3,3,125,0.819,0.999,1
1186.23,213.39,0.572,46,0.415,0.675,1,2,136,0.556,0.837,1
1347.64,517.33,0.42,40,0.784,0.904,2,2,98,0.483,0.756,1
1171.41,745.51,0.197,30,0.968,0.334,1,0,10,0.455,0.946,1
1549.47,354.17,0.427,50,0.665,0.509,3,2,90,0.065,0.75,1
683.81,50.0,0.612,54,0.119,0.462,2,3,57,0.079,0.741,1
1416.12,620.68,0.112,33,0.619,0.826,0,2,108,0.703,0.737,0
1280.76,719.6,0.86,41,0.43,0.589,1,4,20,0.294,0.937,1
1582.93,405.25,0.525,29,0.643,0.75,1,3,47,0.406,0.747,1
744.42,345.4,0.546,44,0.54,0.314,1,2,8,0.829,0.986,1
406.9,395.75,0.647,37,0.429,0.965,0,2,37,0.542,0.924,1
685.72,423.07,0.346,35,0.175,0.682,4,4,132,0.605,0.956,1
468.47,313.7,0.329,37,0.965,0.451,0,3,36,0.268,0.882,1
717.51,839.79,0.271,46,0.219,0.982,1,3,44,0.143,0.783,1
832.86,450.23,0.816,48,0.688,0.324,6,0,78,0.795,0.997,1
544.3,404.78,0.596,35,0.548,0.544,2,3,55,0.71,0.984,1
1003.89,594.9,0.081,37,0.441,0.648,2,2,55,0.704,0.917,1
410.49,295.15,0.345,48,0.112,0.47,1,3,179,0.351,0.928,1
963.4,339.06,0.134,31,0.794,0.642,1,0,12,0.591,0.808,1
752.39,525.29,0.176,40,0.554,0.793,1,0,73,0.39,0.778,1
939.38,390.3,0.603,32,0.198,0.773,3,1,96,0.222,0.818,1
1196.68,587.82,0.109,35,0.813,0.466,1,0,163,0.52,0.884,1
790.88,322.42,0.891,32,0.576,0.305,2,2,157,0.84,0.994,1
611.02,504.12,0.699,40,0.929,0.868,2,3,79,0.187,0.884,1
672.74,601.76,0.838,40,0.734,0.726,2,1,85,0.41,0.972,1
1511.56,654.84,0.945,47,0.716,0.853,0,3,126,0.383,0.845,1
1638.16,50.0,0.306,46,0.38,0.74,0,2,16,0.113,0.289,1
742.55,475.15,0.727,23,0.823,0.703,2,0,10,0.897,0.986,1
922.73,611.18,0.594,31,0.875,0.565,3,1,51,0.379,0.961,1
150.0,159.24,0.901,40,0.247,0.392,3,1,104,0.104,0.989,1
909.03,669.11,0.699,51,0.668,0.953,1,2,174,0.854,0.96,1
274.22,452.61,0.538,46,0.99,0.98,4,2,34,0.252,0.982,1
755.83,291.88,0.087,44,0.891,0.391,0,3,81,0.143,0.663,1
1538.69,506.86,0.363,41,0.655,0.766,1,3,128,0.88,0.9,1
249.05,605.85,0.262,40,0.196,0.896,0,3,6,0.074,0.986,1
548.99,50.0,0.213,37,0.226,0.325,1,3,61,0.552,0.861,1
551.45,804.81,0.42,36,0.409,0.441,0,2,24,0.651,0.995,1
165.57,50.0,0.509,45,0.732,0.396,1,2,151,0.359,0.895,1
1431.35,124.01,0.43,34,0.517,0.804,1,1,16,0.121,0.388,1
1138.62,756.5,0.298,41,0.694,0.551,0,6,22,0.341,0.862,1
1904.43,631.09,0.677,42,0.516,0.669,1,2,104,0.736,0.939,1
502.34,287.34,0.321,44,0.889,0.382,1,3,136,0.641,0.963,1
150.0,657.25,0.512,48,0.755,0.61,2,3,85,0.596,1.0,1
1470.66,485.66,0.794,42,0.159,0.511,5,1,142,0.696,0.987,1
819.58,458.74,0.412,36,0.405,0.901,2,1,166,0.319,0.747,1
766.69,50.0,0.939,37,0.316,0.334,3,2,64,0.165,0.93,1
1739.01,142.67,0.398,39,0.153,0.586,0,2,162,0.57,0.758,1
1084.88,308.17,0.367,33,0.201,0.502,0,3,75,0.147,0.658,1
1452.1,50.0,0.446,54,0.969,0.664,1,2,35,0.803,0.855,1
688.68,593.65,0.362,49,0.828,0.937,0,0,121,0.146,0.652,1
637.43,385.2,0.648,29,0.239,0.435,1,0,139,0.201,0.93,1
817.31,730.01,0.741,47,0.993,0.749,1,1,44,0.413,0.955,1
1335.18,271.38,0.3,42,0.14,0.352,2,2,27,0.55,0.919,1
1025.45,50.0,0.169,37,0.833,0.911,1,2,149,0.408,0.342,0
1233.98,152.69,0.64,45,0.947,0.392,0,2,163,0.271,0.818,1
150.0,476.54,0.239,41,0.386,0.72,2,1,143,0.142,0.999,1
150.0,675.96,0.572,36,0.918,0.525,1,2,7,0.339,1.0,1
150.0,406.36,0.569,53,0.546,0.553,0,0,40,0.326,0.999,1
810.35,647.96,0.333,32,0.721,0.758,2,3,96,0.444,0.91,0
301.17,398.05,0.653,39,0.623,0.511,0,2,2,0.78,0.997,1
1844.83,557.77,0.503,34,0.946,0.553,1,6,177,0.375,0.843,1
989.31,829.76,0.052,43,0.273,0.736,1,1,144,0.45,0.844,0
1108.34,536.73,0.61,51,0.953,0.927,4,3,125,0.364,0.86,1
455.1,216.94,0.337,33,0.201,0.589,0,3,107,0.656,0.9,1
439.51,466.43,0.575,36,0.527,0.449,1,1,36,0.29,0.977,1
1775.62,425.3,0.477,40,0.893,0.498,2,2,166,0.809,0.957,1
1891.21,309.96,0.692,49,0.2,0.721,4,2,40,0.175,0.795,1
1207.91,200.46,0.186,34,0.82,0.916,2,0,174,0.6,0.605,0
150.0,958.13,0.411,33,0.474,0.336,1,1,135,0.758,1.0,1
787.26,334.1,0.375,34,0.634,0.365,3,1,136,0.537,0.963,1
1156.63,50.0,0.631,31,0.44,0.571,1,2,167,0.764,0.913,1
886.02,241.18,0.37,38,0.257,0.815,2,4,140,0.083,0.481,1
150.0,207.69,0.129,36,0.19,0.372,0,0,34,0.119,0.96,1
1924.76,337.94,0.322,37,0.489,0.863,1,3,167,0.077,0.307,1
582.25,50.0,0.876,46,0.672,0.628,0,4,107,0.232,0.735,1
329.43,262.91,0.833,46,0.192,0.637,0,6,76,0.527,0.969,1
984.56,462.88,0.1,41,0.618,0.349,0,2,37,0.868,0.956,1
1592.13,65.11,0.715,42,0.994,0.484,0,0,143,0.644,0.901,1
1256.51,693.2,0.434,37,0.28,0.621,3,1,22,0.138,0.854,0
342.18,410.65,0.576,46,0.864,0.522,2,1,45,0.17,0.977,1
259.7,442.65,0.473,32,0.688,0.752,1,4,127,0.71,0.995,1
150.0,300.12,0.717,23,0.639,0.441,1,2,178,0.805,1.0,1
854.2,455.77,0.345,40,0.755,0.779,1,2,100,0.548,0.843,1
763.45,591.79,0.686,42,0.343,0.634,3,2,11,0.244,0.956,1
1256.94,459.66,0.583,43,0.484,0.487,0,3,83,0.145,0.789,1
657.24,683.06,0.842,26,0.25,0.964,1,0,70,0.679,0.975,1
1486.85,435.15,0.472,35,0.322,0.658,0,0,165,0.198,0.628,0
1327.34,609.45,0.476,34,0.124,0.913,1,1,30,0.557,0.799,1
635.56,506.29,0.149,45,0.956,0.38,2,2,110,0.608,0.973,1
1195.59,50.0,0.098,46,0.827,0.35,1,3,64,0.369,0.707,1
1664.49,179.42,0.453,47,0.266,0.515,6,0,16,0.877,0.98,1
519.65,193.64,0.532,38,0.552,0.501,0,1,151,0.398,0.869,1
893.34,200.15,0.177,38,0.258,0.908,1,1,93,0.82,0.721,1
883.61,130.6,0.844,40,0.398,0.584,2,5,73,0.121,0.806,1
821.14,682.92,0.181,49,0.75,0.377,3,1,116,0.835,0.99,1
1400.95,778.31,0.609,47,0.402,0.663,2,2,156,0.056,0.816,1
1440.54,50.0,0.649,35,0.555,0.871,2,2,67,0.373,0.635,1
1203.34,597.88,0.389,46,0.289,0.417,1,2,115,0.81,0.973,1
1179.47,549.17,0.128,28,0.55,0.493,0,2,150,0.237,0.709,1
718.9,955.95,0.423,33,0.318,0.674,1,1,133,0.833,0.992,1
1165.26,380.68,0.111,39,0.704,0.698,3,1,50,0.39,0.735,1
357.42,50.0,0.067,32,0.42,0.55,3,2,154,0.082,0.522,0
2239.27,50.0,0.637,38,0.561,0.746,0,1,14,0.74,0.816,1
1675.13,679.38,0.494,31,0.43,0.75,0,0,135,0.283,0.687,1
1478.27,187.75,0.108,38,0.36,0.911,1,2,108,0.502,0.42,0
1204.17,580.02,0.591,35,0.521,0.775,2,3,165,0.289,0.829,1
1204.59,393.13,0.222,30,0.893,0.855,1,1,119,0.317,0.513,1
154.94,621.99,0.59,41,0.444,0.975,1,2,111,0.765,1.0,1
370.69,50.0,0.767,45,0.407,0.538,0,1,94,0.079,0.687,0
433.02,417.05,0.682,46,0.446,0.824,5,1,34,0.713,0.991,1
1029.18,596.91,0.48,37,0.623,0.7,1,2,4,0.411,0.889,1
859.24,572.73,0.072,48,0.322,0.539,1,5,94,0.847,0.955,1
1405.66,640.7,0.638,48,0.868,0.792,1,1,179,0.126,0.701,1
517.23,50.0,0.919,30,0.79,0.362,4,2,172,0.722,0.987,1
1513.31,371.09,0.154,39,0.133,0.39,2,1,151,0.724,0.93,1
589.81,393.11,0.146,39,0.239,0.734,3,1,83,0.682,0.931,1
791.02,766.72,0.703,32,0.649,0.703,1,3,54,0.877,0.99,1
1447.72,1086.21,0.713,46,0.44,0.399,1,4,136,0.561,0.985,1
1252.33,759.38,0.747,40,0.515,0.665,2,6,170,0.182,0.903,1
374.27,624.06,0.922,42,0.493,0.349,3,1,179,0.439,0.999,1
1532.03,511.97,0.135,30,0.742,0.57,2,2,125,0.389,0.777,1
1044.49,408.22,0.359,48,0.322,0.567,3,1,3,0.812,0.969,1
150.0,716.0,0.331,47,0.692,0.309,2,1,123,0.654,1.0,1
578.66,450.12,0.258,36,0.924,0.725,2,1,16,0.26,0.851,1
795.19,281.72,0.656,39,0.647,0.436,1,2,8,0.094,0.856,1
415.33,384.57,0.354,36,0.476,0.966,1,0,49,0.862,0.949,1
1671.36,225.62,0.175,42,0.159,0.818,4,3,9,0.597,0.766,1
812.62,50.0,0.646,40,0.156,0.88,0,1,66,0.78,0.776,0
1230.09,50.0,0.205,27,0.731,0.723,1,3,140,0.621,0.647,1
1103.29,410.83,0.836,36,0.235,0.884,2,1,105,0.114,0.724,0
1352.87,50.0,0.76,41,0.372,0.888,1,1,116,0.69,0.797,1
1836.53,111.24,0.702,44,0.525,0.863,1,2,63,0.382,0.629,0
1337.85,517.02,0.357,60,0.101,0.929,2,2,13,0.784,0.86,1
1871.31,212.49,0.672,39,0.212,0.624,3,1,59,0.192,0.788,1
1351.13,92.4,0.623,43,0.53,0.761,0,3,78,0.756,0.82,1
1065.77,120.86,0.315,37,0.231,0.879,2,3,140,0.106,0.33,0
1160.73,698.48,0.122,33,0.652,0.878,2,2,172,0.392,0.708,0
150.0,606.91,0.758,41,0.956,0.359,3,4,86,0.829,1.0,1
772.42,191.48,0.071,57,0.167,0.435,0,6,28,0.585,0.806,1
928.21,522.83,0.242,55,0.377,0.384,2,1,159,0.1,0.856,1
1219.03,426.46,0.321,42,0.262,0.928,1,1,99,0.864,0.832,0
987.25,605.47,0.162,46,0.854,0.38,1,3,24,0.629,0.954,1
1166.94,719.49,0.197,39,0.806,0.798,2,1,170,0.265,0.724,1
338.41,50.0,0.092,37,0.149,0.702,2,2,43,0.097,0.374,0
209.33,505.14,0.919,39,0.566,0.431,0,2,176,0.109,0.999,1
408.43,409.5,0.622,36,0.487,0.456,2,2,134,0.245,0.978,1
1785.6,674.05,0.732,29,0.138,0.966,2,1,26,0.605,0.871,1
366.05,50.0,0.375,59,0.232,0.968,3,1,78,0.392,0.555,0
605.7,78.92,0.714,35,0.47,0.832,3,3,179,0.168,0.667,1
1052.58,423.92,0.574,34,0.407,0.673,0,1,45,0.618,0.894,1
204.19,331.23,0.744,45,0.358,0.81,4,5,136,0.885,0.999,1
563.83,488.01,0.733,33,0.17,0.91,1,1,154,0.555,0.946,1
1338.39,50.0,0.641,49,0.89,0.661,1,3,70,0.294,0.679,0
780.98,698.53,0.681,29,0.409,0.583,3,1,15,0.681,0.991,1
1841.74,445.38,0.44,36,0.511,0.959,0,2,102,0.617,0.634,0
150.72,445.19,0.545,38,0.504,0.96,0,3,134,0.79,1.0,1
827.2,363.19,0.225,42,0.141,0.556,0,6,130,0.252,0.702,1
781.11,112.8,0.354,51,0.497,0.618,1,2,27,0.746,0.864,0
995.53,205.81,0.575,32,0.536,0.506,0,4,156,0.56,0.884,1
386.62,810.11,0.319,44,0.398,0.52,1,1,144,0.791,0.999,1
709.76,418.75,0.471,34,0.718,0.611,3,2,110,0.087,0.858,1
1394.56,402.06,0.659,50,0.908,0.678,0,3,153,0.089,0.625,1
865.3,613.49,0.93,41,0.23,0.367,2,0,14,0.271,0.984,1
465.14,203.03,0.555,34,0.909,0.385,1,3,134,0.417,0.941,1
2040.03,507.49,0.61,45,0.463,0.84,2,1,100,0.61,0.851,1
1024.55,438.2,0.116,36,0.134,0.804,2,2,49,0.455,0.707,1
1306.67,329.46,0.446,38,0.573,0.935,1,2,28,0.213,0.447,0
1382.07,278.41,0.665,34,0.541,0.339,1,1,118,0.874,0.979,1
964.62,565.78,0.236,45,0.932,0.86,4,2,3,0.167,0.764,0
605.13,538.69,0.214,31,0.426,0.695,0,2,58,0.896,0.964,1
1099.6,210.41,0.92,48,0.379,0.394,2,1,118,0.579,0.972,1
649.94,517.62,0.081,43,0.75,0.887,2,1,63,0.871,0.93,1
1185.78,118.89,0.879,43,0.468,0.961,2,1,107,0.595,0.817,1
917.88,226.87,0.887,55,0.931,0.522,2,1,66,0.862,0.982,1
1514.71,494.81,0.69,38,0.982,0.658,1,1,11,0.766,0.949,1
429.25,463.8,0.113,45,0.197,0.894,2,1,112,0.054,0.734,1
1359.26,129.76,0.504,33,0.379,0.871,0,2,145,0.871,0.789,1
1306.89,488.7,0.162,31,0.123,0.535,2,0,55,0.834,0.941,1
880.49,353.76,0.081,40,0.645,0.943,1,0,116,0.361,0.447,0
1365.1,665.51,0.723,42,0.574,0.74,4,0,89,0.66,0.97,1
1209.45,504.97,0.747,55,0.284,0.582,2,2,42,0.226,0.898,0
1333.58,116.58,0.165,45,0.417,0.834,1,3,132,0.601,0.554,1
1301.76,445.75,0.59,37,0.216,0.7,2,5,166,0.642,0.922,1
1025.06,208.05,0.899,46,0.234,0.615,4,1,70,0.38,0.941,1
701.9,419.28,0.217,42,0.541,0.717,1,1,128,0.15,0.658,1
696.12,497.21,0.654,41,0.892,0.644,1,3,152,0.331,0.928,1
892.68,522.51,0.94,45,0.548,0.394,2,1,72,0.183,0.969,1
1421.57,160.16,0.412,43,0.314,0.486,0,1,135,0.815,0.904,1
1316.12,247.5,0.1,37,0.808,0.411,1,4,157,0.802,0.905,1
1502.99,411.44,0.36,32,0.828,0.428,2,0,123,0.246,0.833,1
1553.14,290.02,0.894,41,0.741,0.618,1,2,26,0.291,0.853,1
891.5,295.1,0.415,49,0.356,0.667,0,0,32,0.898,0.92,1
1981.21,132.76,0.571,46,0.575,0.673,0,4,92,0.625,0.79,1
948.01,493.68,0.106,45,0.296,0.671,1,0,95,0.273,0.678,1
753.05,237.3,0.734,47,0.93,0.43,2,2,113,0.621,0.97,1
1166.67,318.8,0.734,55,0.296,0.464,2,1,105,0.529,0.954,1
1241.86,410.31,0.577,44,0.323,0.901,0,1,98,0.599,0.763,1
629.22,50.0,0.144,37,0.403,0.372,0,7,48,0.15,0.536,0
920.67,50.0,0.575,48,0.753,0.651,0,2,3,0.324,0.673,0
776.51,796.71,0.053,37,0.667,0.914,3,3,3,0.792,0.961,1
1070.77,50.0,0.926,35,0.336,0.753,1,3,67,0.229,0.705,1
1397.93,630.06,0.618,33,0.29,0.307,2,3,157,0.863,0.991,1
867.05,621.84,0.155,46,0.447,0.306,2,3,43,0.217,0.929,1
1286.36,395.44,0.064,41,0.197,0.456,3,2,156,0.113,0.704,0
305.58,772.95,0.263,30,0.684,0.647,2,1,52,0.706,0.999,1
1444.89,605.48,0.765,35,0.679,0.606,2,5,29,0.763,0.975,1
773.28,449.29,0.356,44,0.167,0.385,0,2,85,0.753,0.968,1
764.37,497.26,0.8,47,0.395,0.948,0,5,120,0.691,0.923,1
1200.17,638.39,0.217,45,0.917,0.967,1,2,134,0.619,0.733,1
1226.45,499.3,0.836,43,0.112,0.821,2,3,143,0.431,0.894,1
943.85,613.24,0.525,43,0.96,0.904,1,2,133,0.278,0.761,0
555.6,802.21,0.778,51,0.194,0.569,0,2,36,0.838,0.997,1
760.22,713.7,0.25,53,0.46,0.523,1,2,140,0.793,0.981,1
1047.62,322.28,0.724,47,0.305,0.317,1,0,63,0.798,0.983,1
